,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,USSN0C10 Curncy,,,USSN0110 Curncy,,,USSN0A10 Curncy,,,USSN011 Curncy,,,USSN0C2 Curncy,,,USSN0210 Curncy,,
6/12/2023,116.268,36.99,33.23,114.39,41.33,61.6,118.608,50.5,47.75,146.314,37.19,35.88,129.218,195.43,225.06,109.227,26.67,20.99
5/12/2023,116.268,36.99,33.23,114.39,41.33,61.6,115.4,49.53,45.86,146.314,37.19,35.88,129.218,195.43,225.06,109.227,27.07,22.72
4/12/2023,116.268,36.99,33.23,114.39,41.33,61.6,114.7,49.51,47.93,146.314,37.19,35.88,129.218,195.43,225.06,109.492,27.77,26.72
1/12/2023,116.268,36.99,33.23,114.39,41.33,61.6,111.9,50.06,50.51,146.314,37.19,35.88,129.218,195.43,225.06,109.657,27.77,28.13
30/11/2023,112.8,36.06,28.46,112.75,41.7,61.1,112,50.08,49.99,146.314,37.19,37.79,129.218,196.32,250.83,108.58,28.14,31.86
29/11/2023,111.6,35.71,30.78,114.255,42.36,65.19,119.155,47.06,41.63,143.848,36.84,45.52,119.743,194.94,267.23,110.856,28.01,30.22
28/11/2023,111.1,36.91,30.22,111.3,41.43,63.98,119.41,47.63,53.47,139.707,37.67,45.58,147.18,184.59,243.14,110.856,28.01,30.22
27/11/2023,111.9,36.96,30.34,114.507,41.21,65.26,120.793,48.33,53.08,139.482,37.67,45.43,147.18,184.6,254.09,110.856,28.01,30.22
24/11/2023,115.285,36.61,30.05,114.256,41.55,66.43,116.3,46.74,48.03,139.617,38.16,46.16,115.039,169.04,222.36,111.304,28.26,30.31
23/11/2023,115.531,36.77,35.61,122.63,35.83,53.82,118,50.58,48.84,139.617,38.16,46.16,115.016,172,248.61,110.1,28.37,30.69
22/11/2023,117.115,36.65,36.4,114.952,29.76,40.61,116.3,54.09,47.55,139.617,38.16,46.16,115.266,172,264.86,110.3,28.85,32.43
21/11/2023,113.2,35.48,33.32,112.75,30.18,41.03,119.7,61.97,50.61,136.29,37.65,43.5,118.215,172.36,282.88,113.565,27.77,31.03
20/11/2023,114.3,37.62,36.25,114.5,29.98,40.84,126.2,60.44,46.81,139.86,40.83,42.69,147.18,159.2,269.45,112.21,33.37,30.14
17/11/2023,114.6,37.69,36.27,113.9,29.88,40.47,127.6,70.9,64.55,145.205,39.25,38.37,121.661,148.23,243.94,115.541,32.22,25.76
16/11/2023,118,36.94,33.83,119.031,27.4,35.32,126.9,74.74,67.51,147.065,39.49,38.51,147.18,136.54,234.9,114.324,32.06,28.41
15/11/2023,119.5,42.66,34.64,117,26.74,33.94,120.1,76.51,57.43,143.95,39.88,36.27,147.18,136.69,234.69,111.41,31.41,22.79
14/11/2023,121.1,50.68,34.36,121.511,24.97,26.59,120.2,84.29,56.97,151.375,38.19,25.04,128.299,130.28,223.56,110.69,31.35,22.15
13/11/2023,124.6,52.16,35.66,119.41,30.62,27.93,120.6,84.37,57.04,146.98,37.43,18.45,147.18,123.63,209.15,111.34,31.31,24.77
10/11/2023,121.3,56.65,31.41,117.2,30.06,25.16,123.4,86.06,60.8,147.283,39.91,18.47,123.14,111.2,183.89,113.2,32.43,27
9/11/2023,119.8,57.15,30.14,115.919,29.83,23.77,125.2,87.42,63.06,145.89,40,20.17,147.18,97.02,151.74,115.813,33.93,27.14
8/11/2023,117,56.64,28.29,119.303,28.62,20.2,121,86.84,58.42,144.87,40.42,22.58,125.741,85.87,125.64,113.78,33.74,23.89
7/11/2023,120.6,56.26,32.71,120.774,28.97,19.8,126.006,96,56.17,147.67,41.79,28.47,147.18,70.71,85.71,114,34.18,26.76
6/11/2023,121.9,57.04,44.14,120.774,29.17,20.22,136.784,94.39,36.24,148.95,42.46,32.63,147.18,70.91,98.96,115,34.68,31.2
3/11/2023,121.6,57.17,46.66,118.5,32.73,15.25,132.7,95.83,37.05,148.95,42.46,32.63,127.211,59.53,51.38,118,35.06,30.99
2/11/2023,124,63.01,47.51,119.25,32.8,19.44,136.3,95.27,34.62,147.306,42.42,41.27,124.708,59.2,62.24,120,35.61,31.88
1/11/2023,123.6,64.45,47.18,120,33.69,26.02,139.33,102.32,31.91,147.29,42.42,44.7,126.155,59.16,62.78,119.62,35.63,31.8
31/10/2023,127.8,67.87,48.33,123,32.63,24.72,139.661,102.56,32.96,150.118,46.95,43.96,130.628,61.45,60.88,123.241,34.48,30.32
30/10/2023,130.1,67.9,47.52,125,32.2,25.74,136.3,102.58,33.11,149.595,47.7,43.96,130.188,61.42,60.77,121.985,34.5,30.29
27/10/2023,129.4,68.36,48.1,124.5,32.36,27.09,133.5,107.03,31.8,150.125,49.81,44.02,130.188,61.42,60.77,120.7,34.76,30.11
26/10/2023,135.119,67.2,40.42,125.5,32.19,26.62,137.1,120.45,48.52,147.686,51.41,48.97,126.61,61.06,63.23,122.5,34.41,31.05
25/10/2023,132.4,67.13,39.5,126,35.46,26.58,138.9,126.08,58,144.95,53.53,46.96,126.431,62.82,85.64,126.55,32.55,25.48
24/10/2023,126.6,66.16,32.46,125.5,36.11,32.12,138.2,126.2,84.65,150.329,52.57,44.92,129.598,62.54,85.43,124.286,32.5,24.32
23/10/2023,131,81.52,36.75,127.5,35.85,31.07,133.7,126.1,81.54,145.97,51.81,42.29,140.039,61.88,78.99,122.86,33.86,40.22
20/10/2023,134.7,86.53,32.95,131.5,34.13,24.99,135.5,127.18,107.2,152.984,50.14,43.43,140.039,62.3,79.01,120.82,33.88,39.75
19/10/2023,134.9,86.59,32.9,128.748,33.81,22.98,135.7,131.43,116.43,148.829,50.65,42.42,131.969,59.71,71.81,121.052,35.06,39.76
18/10/2023,131.4,86.45,50.05,128,34.02,23.1,133,141.63,124,146.7,51.48,43.05,134.912,59.45,71.14,121.052,35.06,39.76
17/10/2023,131.3,86.44,71.58,126,33.96,23.27,129.7,149.57,138.23,146.41,52.01,46.35,133.905,59.44,72.39,124.044,36.71,35.87
16/10/2023,129.5,86.41,76.08,124.1,33.98,40.49,129.2,152.94,138.75,147.134,52.6,49.71,134.618,59.49,72.98,124.044,36.71,35.87
13/10/2023,128.5,90.73,88.01,124.1,33.98,40.49,138.4,151.22,137.28,147.134,52.6,49.71,134.618,59.49,72.98,122.81,36.93,36.03
12/10/2023,128.6,90.73,89.07,124,34.48,40.5,130.2,150.65,136.35,153.52,51.23,41.36,129.277,58.16,70.97,121.71,38.1,36.3
11/10/2023,126.2,96.23,88.68,123.1,34.63,40.39,144.946,146.59,117.17,153.52,51.23,41.36,144.356,49.37,29.5,121.71,38.1,36.3
10/10/2023,132.1,94.95,85.27,127,33.04,35.3,147.732,146.34,131,154.839,53.74,44.02,146.353,49.29,29.47,124.2,37.74,34.29
9/10/2023,131.7,95.12,86.43,127.7,33.01,35.38,131.2,144.04,131.54,152.239,53.64,45.94,141.545,49.24,34.54,122.533,37.78,37.9
6/10/2023,131.7,95.16,86.33,127.7,34.38,35.1,142.2,141.69,118.12,152.239,53.64,45.94,141.545,49.24,34.54,123.31,37.74,35.56
5/10/2023,142.002,91.99,79.49,126.5,34.37,42.37,131.8,143.7,117.14,149.986,53.97,46.17,141.214,49.39,34.58,116.09,33.43,29.42
4/10/2023,130.3,90.11,78.69,127.1,34.94,43.03,117.5,139.37,127.22,141.93,51.45,47.06,138.344,49.17,34.92,115.831,33.65,30.11
3/10/2023,137.1,88.55,76.01,129.5,34.44,38.87,118.9,141.53,127.85,142.91,51.46,48.41,138.048,51.97,54.66,116.07,35.02,37.47
2/10/2023,127.1,95.78,73.94,122,34.08,30.09,126.3,140.32,122.11,139.95,50.96,48.04,134.831,53.09,53.82,114.28,37.86,41.53
29/09/2023,123.7,98.98,74.24,121.529,34.33,29.54,119.8,139.56,131.57,143.714,52.06,43.72,134.831,53.09,53.82,114,50.98,41.59
28/09/2023,124,99.31,76.83,121.5,34.61,30.53,119.2,139.69,168.84,138.46,50.94,56.56,137.288,55.07,52.5,114,54.63,42.33
27/09/2023,126.6,99.14,74.32,121.3,34.62,31.22,103.1,132.31,164.85,139.574,52.06,58.04,133.419,54.9,61.82,110.374,56.62,39.64
26/09/2023,122.7,99.08,73.98,119,34.6,44.04,109.6,132.81,161.67,132.99,56.36,52.87,131.529,54.75,60.56,105.715,55.33,32.52
25/09/2023,121.1,99.01,119.27,117.6,34.51,45.9,102.5,131.29,157.48,134,58.19,61.72,133.337,54.9,62.19,104.5,56.28,33.04
22/09/2023,110.5,94.95,122.84,111.5,30.93,36.34,102.8,131.29,159.6,131,60.33,62.89,133.337,54.9,62.19,106.178,56.03,31.97
21/09/2023,115.162,94.61,120.47,112.5,31.04,36.04,115.681,130.77,156.51,136.11,61.28,63.07,126.854,52.81,57.03,103.5,56.03,29.91
20/09/2023,105.9,91.1,110.22,109.24,30.61,32.2,112.086,130.93,185.72,131.97,64.2,58.94,126.608,52.82,56.83,106.684,55.95,28.72
19/09/2023,107.9,90.98,110.05,108.004,33.73,31.36,113.401,131.84,205.64,132.01,66.86,61.5,123.587,52.67,70.22,109.43,55.29,25.67
18/09/2023,104.4,100.03,107.88,106.16,33.19,30.55,101.7,130.41,205.77,131,66.74,61.55,131.923,50.23,63.15,109.43,55.29,25.67
15/09/2023,106.77,104.76,116.12,106.7,34.01,32.35,121.465,122.07,177.82,139.996,64.2,58.24,131.923,50.23,63.15,109.43,55.29,25.67
14/09/2023,106.77,105.1,116.1,107,34.29,33.18,106.6,115.54,163.74,143.651,64.1,58.11,133.01,50.62,64.18,109.43,56.47,30.43
13/09/2023,105.4,106.16,133.94,111.903,32.47,22.57,103.7,116.75,162.67,150.519,64.85,54.02,132.414,50.85,64.43,107.2,56.18,35.64
12/9/2023,123.285,97.5,97.4,113.994,34.5,19.51,104.6,117.31,162.77,150.519,64.85,54.02,141.415,47.58,52.99,105.98,56.09,36.88
11/9/2023,111,92.82,80.51,112,34.39,18.45,110,117.12,164.35,143.88,66.02,49.34,142.235,47.59,53.29,107.122,55.97,38.96
8/9/2023,111.7,93.48,80.47,111.5,34.81,24.23,122.012,115.41,153.82,151.684,64.29,49.25,142.235,47.59,53.29,105.51,55.81,39.61
7/9/2023,112.4,93.53,80.71,110.6,34.77,23.62,101.9,104.51,119.73,149.774,64.13,49.08,139.579,47.12,52.79,106.075,55.78,41.28
6/9/2023,112.1,95.04,84.44,111.453,35.15,25.15,118.726,93.26,94.36,149.008,64.08,50.43,147.18,44.6,49.37,106.075,55.78,41.28
5/9/2023,111.9,95.1,84.34,110,35.55,23.2,106.4,87.65,82.82,145.95,63.66,50.07,147.18,44.6,49.65,104.35,55.57,39.39
4/9/2023,122.134,91.18,103.22,108.25,35.29,31,107.2,87.94,82.82,151.182,62.93,46.84,137.555,39.26,35.85,107.142,54.95,37.83
1/9/2023,122.194,91.18,115.86,109.907,35.15,34.24,109.9,87.79,84.27,151.182,62.93,46.84,137.555,39.26,35.85,105.31,55.55,37.41
31/08/2023,109.5,84.93,96.78,108.25,35.43,34.22,110.6,87.79,84.54,146.21,61.93,41.95,140.841,38.88,34.59,108.08,54.88,39.66
30/08/2023,109.3,84.92,96.46,109,35.41,34.95,110.2,87.79,84.92,149.855,61.6,46.55,138.859,39.49,34.5,108.08,54.88,39.66
29/08/2023,110.7,85.91,99.05,109.5,35.37,37.98,117.7,85.62,85.67,146.01,61.38,44.98,137.612,39.24,45.81,112.688,53.13,41.46
28/08/2023,111.2,85.9,99.14,112.5,34.24,35.86,118.3,89.61,85.53,142.95,60.92,47.58,138.729,39.27,52.17,110.64,52.95,73.51
25/08/2023,112.6,85.84,99.45,112.5,34.33,37.78,131.231,83.36,53.62,142.95,60.92,47.58,138.729,39.27,52.17,113.82,52.21,81.1
24/08/2023,118,84.66,97.55,114.6,33.77,36.92,129,83.3,88.91,150.662,59.12,63.14,140.214,39.28,59.56,113.82,52.21,81.1
23/08/2023,118.3,86.17,97.63,115.5,34.56,38.28,119.1,80.05,79.92,152.449,59.05,68.94,142.258,40.26,61.19,113.82,52.21,81.1
22/08/2023,136.028,73.82,46.75,121.827,30.6,36.47,120,83.12,84.01,156.443,59.67,74.64,148.25,38.57,57.19,111.728,52.14,85.46
21/08/2023,124.9,70.18,88.26,120.1,30.44,36.15,117.5,85.69,99.78,156.443,59.67,74.64,146.914,39.1,58.03,110.05,52.05,85.84
18/08/2023,121.6,69.92,103.67,118.3,30.74,37.02,119.9,85.41,110.9,156.443,59.67,74.64,146.914,39.1,58.03,110.578,51.97,89.09
17/08/2023,122.8,69.82,104.1,117.9,30.91,37.24,118.7,86.71,110.96,153.57,59.5,79.51,142.199,37.59,55.72,109.983,51.97,89.23
16/08/2023,119.3,69.45,107.82,115.7,30.54,39.68,111,84.51,109.97,153.129,59.51,88.73,140.386,40.48,55.01,108.38,51.91,90.87
15/08/2023,119.3,69.48,114.91,116.5,31.63,45.16,109.1,85.24,111.27,153.129,59.67,96.17,138.517,40.24,55.97,104.64,51.01,90.45
14/08/2023,118.3,69.48,116.26,114.4,33.48,44.91,109.5,85.52,115.05,147.01,58.38,92.15,130.957,35.84,44.38,109.618,48.7,85.06
11/8/2023,114.9,69.24,116.86,113.1,33.38,45.42,122.416,78.61,99.26,144.95,58.24,90.95,130.957,35.84,44.38,109.618,48.7,85.06
10/8/2023,113.4,69.27,116.9,110.4,32.69,44.18,117.9,78.57,111.17,139.95,57.13,87.8,136.529,34.08,41.94,109.618,48.7,85.06
9/8/2023,114.3,70.1,121.46,116.021,28.65,33.47,112,77.4,109.02,153.079,50.92,82.04,143.807,30.64,36.39,109.618,48.7,85.06
8/8/2023,132.368,53.01,83.18,116.021,29.48,33.86,123.2,71.4,88.03,153.079,50.92,82.04,148.268,29.35,34.94,109.618,48.7,85.06
7/8/2023,120.1,45.13,67.88,113.5,29.04,33.24,112.8,67.25,81.75,153.079,50.92,82.04,147.078,29.78,34.11,97.67,34.44,59.22
4/8/2023,117.2,44.69,67.07,112.1,28.92,33.36,111.2,67.87,83.3,153.079,50.92,82.04,147.078,29.78,34.11,103.742,28.85,49.42
3/8/2023,124,41.1,56.61,115,27.55,31.08,104.6,65.77,76.92,153.079,50.92,82.04,150.131,29.58,33.08,103.742,28.85,49.42
2/8/2023,115.7,37.82,43.95,110.2,24.88,24,100.6,66.08,73.3,161.45,48.04,84.74,147.368,29.06,30.65,103.742,28.85,49.42
1/8/2023,111.6,38.39,46.15,108.566,24.6,23.62,105.3,64.44,70.72,153.019,45.43,78.06,146.875,29.66,30.38,97.67,22.69,33.81
31/07/2023,107.5,37.38,41.33,106.5,24.05,21.88,96.1,58.67,62.79,153.019,45.43,78.06,143.834,31.7,26.01,97.67,22.91,33.81
28/07/2023,105.9,39.26,40.81,105.9,24.06,22.19,102.9,56.06,54.05,153.019,45.43,78.06,143.834,31.7,26.01,97.67,22.91,33.81
27/07/2023,111.8,37.5,27.34,107.8,23.32,19.4,101.3,58.18,52.51,161.45,42.39,72.88,149.068,31.1,21.62,97.67,22.91,33.81
26/07/2023,113.1,37.7,37.96,105.406,22.44,19.86,99.346,57.81,50.04,150.95,38.92,60.15,152.919,30.57,24.49,100.975,20.46,29.67
25/07/2023,113.1,37.7,37.96,104.857,22.41,20.55,101.698,59.34,59.86,150.95,38.92,60.15,150.844,30.39,21.16,100.981,20.92,29.67
24/07/2023,113.1,37.7,37.96,103.3,22.2,17.11,103.622,59.52,76.59,150.95,38.92,60.15,154.397,29.74,19.76,103.4,19.57,26.8
21/07/2023,113.1,37.7,37.96,105.214,21.45,16.68,104.301,60.74,76.68,161.45,34.93,48.71,154.397,29.74,19.76,100.256,18.1,19.34
20/07/2023,113.1,38.45,39.2,104.3,21.86,13.94,104.39,62.03,83.07,161.45,35.25,48.71,155.554,29.89,20.06,99.825,18.7,27.28
19/07/2023,113.1,38.44,40.6,104.403,21.89,13.25,101.2,62.51,80.96,163.5,35.09,48.23,155.554,32.48,26.35,103.4,16.44,17.43
18/07/2023,113.1,38.44,40.6,104.382,22.88,24.53,110,57.82,67.65,161.45,35.44,47.63,155.007,32.69,26.14,103.4,16.5,17.3
17/07/2023,113.1,38.42,40.3,105.016,23.69,35.43,110,59.27,69.6,153.191,31.78,37.97,155.007,33.29,29.37,103.4,16.7,17.12
14/07/2023,113.1,38.42,40.3,105.353,25.22,35.39,110,66.81,71.61,163.5,26.99,10.96,157.72,33.31,27.92,103.4,18.02,18.76
13/07/2023,113.1,38.42,40.3,107.878,24.21,32.41,110,66.83,74.02,163.5,27.37,11.38,157.267,33.24,38.29,103.4,19.87,19.56
12/7/2023,113.1,38.42,40.3,109.7,24.27,30.58,118.261,64.03,54.55,163.5,27.38,11.25,162.74,34.06,31.67,103.4,19.87,19.46
11/7/2023,113.1,38.42,40.3,109.7,25.61,32.73,110,59.6,46.02,163.5,28.02,21.38,163.8,34.09,32,103.4,19.87,19.2
10/7/2023,113.1,38.42,40.3,111.5,25.18,30.45,110,60.15,47.73,163.5,28.05,23.1,163.8,34.06,31.78,103.4,19.92,18.85
7/7/2023,113.1,38.42,40.3,112.5,26.3,29.15,104.3,61.47,46.24,163.5,28.81,22.78,163.8,34.06,31.78,100.1,17.76,11.56
6/7/2023,113.1,38.42,40.3,113.3,26.27,27.61,104.3,61.47,47.82,163.5,28.81,22.63,163.8,34.06,31.78,100.1,17.79,11.53
5/7/2023,113.1,41.98,40.66,110,24.56,25.18,100,59.75,48.45,163.5,29.02,22.14,163.8,38.97,32.44,99.7,17.71,12.01
4/7/2023,108.2,39.73,34.78,105.5,21.86,15.21,102.1,60.51,46.15,160.2,28.89,22.91,159.6,39.07,30.92,99.2,17.82,12.11
3/7/2023,108.2,39.81,35.03,105.5,21.97,15.21,97.9,60.33,42.8,160.2,29.27,22.81,159.6,39.07,31.56,97.2,16.9,5.99
30/06/2023,107.1,39.84,34.89,105.3,22.73,15.7,100.2,60.61,46.02,158.8,29.12,25.05,156.2,38.8,30.91,97.7,17.87,5.78
29/06/2023,108.6,40.07,34.67,105.7,22.83,15.21,98.4,63.72,51.98,158.5,29.12,25.22,157.2,39.27,30.63,97.6,17.88,8.74
28/06/2023,102.6,36.11,14.7,102.9,21.11,6.87,95,62.96,44.55,152.6,26.83,17.52,149.7,36.17,19.3,97.3,18.21,8.9
27/06/2023,103.6,36.25,22.46,103.3,21.13,6.02,96.1,65.6,55.65,154.1,27.6,17.03,151.1,37.1,31.35,96.9,18.33,11.02
26/06/2023,104.8,36.58,25.75,103.3,23.49,8.53,98.7,66.53,56.83,153.3,28.02,27.41,152.4,37.25,34.74,97.1,18.33,11.08
23/06/2023,103.5,36.29,24.2,102.8,23.77,8.53,100.368,66.45,60.03,151.1,27.74,34.1,151.9,37.18,35.15,96.4,18.25,12.11
22/06/2023,103.9,36.72,24.29,101.82,23.79,10.36,96,66.01,59.35,150.3,28.56,34.29,152.8,39.2,35.39,96.6,18.3,16.52
21/06/2023,103.2,36.63,24.03,101.3,23.69,10.09,96,65.96,62.06,151.6,29.49,35.05,153.4,39.2,35.37,96.6,18.64,18.78
20/06/2023,103.6,36.77,35.32,101.3,25.78,14.39,98,66.5,62.73,151.4,29.51,35.98,150.7,38.84,33.84,96.6,18.82,18.57
19/06/2023,103,36.63,40.19,101.6,26.99,20.06,101.8,67.59,63.44,147.6,28.49,32.64,148.2,38.38,35.34,95.9,18.95,16.92
16/06/2023,103,36.63,40.19,101.6,27.2,24.45,107.5,68.35,78.23,147.6,28.46,35.65,148.2,38.38,35.34,96.87,19.38,18.79
15/06/2023,104.3,37.38,41.28,101.4,27.43,24.06,108.2,69.53,78.07,146.8,28.8,34.41,148.8,39.82,34.81,97.2,19.47,21.23
14/06/2023,105.3,38.34,46.21,101.1,27.58,24.08,103.2,71.57,67.77,143.9,29.21,29.97,145.9,41.82,27.6,98.5,19.13,21.99
13/06/2023,109,38.57,46.7,102,27.76,26.13,100.7,72.37,62.98,148.6,32.78,28.29,152.4,47.24,23.84,98.9,19.71,22.44
12/6/2023,106.9,38.21,42.99,102.3,29.46,26.07,104.8,71.48,67.86,154.3,31.13,24.19,156.9,46.92,23.41,100.6,19.48,22.87
9/6/2023,107.1,38.44,42.7,103.9,30.61,27.47,100.5,72.44,76.16,156.5,31.37,25.19,159.5,47.04,27.78,99,18.96,22.55
8/6/2023,107.1,39.23,42.12,103.5,31.4,27.5,104.6,72.43,75.2,154.9,31.91,22.95,161.6,47.87,29.4,101,19.56,21.52
7/6/2023,108.6,39.1,42.59,105.8,31.11,27.21,107.7,75.36,75.09,157.8,31.53,25.13,162.814,47.95,29.86,101.4,20.33,21.66
6/6/2023,104.1,36.97,47.29,103.6,33.14,27.5,112.4,75.39,75.57,156.19,31.85,27.38,161.2,47.82,48.96,102.2,20.29,22.4
5/6/2023,108.1,36.95,47.68,106.6,32.51,24.98,124.69,68.9,48.52,161.7,31.81,24.07,168.4,47.11,48.41,104.5,19.6,19.77
2/6/2023,110.7,39.06,47.76,107.1,32.54,28.28,126.1,69.3,46.71,164.1,34.41,22.82,171.3,52.07,47.67,107.5,17.49,10.94
1/6/2023,115.8,36.65,42.74,109,35.55,27.61,130.1,69.16,62.95,163.8,35.54,22.8,175.6,51.8,46.13,107.5,17.78,10.62
31/05/2023,120.2,34.78,37.42,112,34.58,23.21,130.1,69.68,62.72,167.1,35.18,20.26,178.8,51.73,44.69,107.5,17.9,10.06
30/05/2023,122.4,34.33,35.08,112.4,34.87,23.04,127.3,71.23,66.65,168,37.33,21.6,180,53.85,43.87,107.1,18.59,13.8
29/05/2023,125.905,33.29,31.31,115.466,34.05,21.02,119.1,68.8,67.2,171.9,36.46,19.78,187.9,51.8,39.67,105.5,18.2,13.12
26/05/2023,126.5,33.71,30.17,115,34.32,20.97,120.1,73.44,66.83,171.9,36.52,19.38,187.9,52.29,39.22,105.3,18.31,14.93
25/05/2023,127.3,34.29,30.3,115.183,34.97,23.6,120.1,75.77,73.24,170.2,36.51,26.44,188.6,52.35,39.27,105.3,19.1,15.83
24/05/2023,120.8,31.32,23.45,112.7,34.51,22.49,116.6,75.51,70.98,167.1,37.11,29.53,177.9,51.55,38.44,104.5,19.01,16.1
23/05/2023,119.3,31.96,22.78,113.842,37.64,30.94,112.1,75.07,68.25,164.7,36.97,28.1,173.1,50.99,34.65,103.4,18.81,15.62
22/05/2023,118.6,34.03,24.43,111.9,37.96,32.06,109.5,75.97,70.63,164.6,38.34,29.36,173,52.78,35.4,101.6,18.41,14.7
19/05/2023,117.3,34.15,23.64,111.3,37.94,32.23,117.8,73.88,69.79,164.4,38.73,29.24,170.2,54.25,34.21,101.4,18.4,16.74
18/05/2023,115.5,33.91,25.15,110.961,37.94,32.46,115.5,73.97,72.34,162.4,38.58,29.38,167.2,54.21,37.1,100.3,18.22,15.82
17/05/2023,113.8,34.28,27.95,110.871,38.55,33.71,109.3,75.96,77.38,159,39.36,29.63,165.6,55.62,44.78,101.3,18.04,15.08
16/05/2023,115.6,34.34,33.54,107.4,41.61,29.3,114.6,74.82,76.86,162,39.1,43.33,170.9,55.17,63.02,101.4,18.06,17.33
15/05/2023,113.9,34.22,33,106.1,45.92,33.5,114.6,74.98,76.85,160.7,39.17,43.15,169.6,55.46,63.69,102.3,18.33,18.38
12/5/2023,114.7,35.4,33.58,107.5,46.01,37.46,120.5,75.18,80.16,165,39.63,41.53,170.3,57.48,64.39,103,18.45,18.8
11/5/2023,117.3,34.98,32.78,107.8,46.02,39.39,121.3,76.01,83.23,169.7,38.51,40.72,178.2,55.83,62.16,102,18.63,22.11
10/5/2023,117,35.27,33.52,111.772,44.9,34.32,118.5,75.77,90.93,171.5,39.18,39.96,178.9,57.68,62.24,101.3,18.56,24.35
9/5/2023,118.8,35.72,34.14,109.2,44.48,41.19,125.5,74.88,84.82,169.5,40.18,41.79,177.1,59.12,62.17,102.7,18.91,23.73
8/5/2023,119.6,36.52,40.55,108.2,44.55,41.06,118.9,75.61,84.19,170.1,41.76,45.76,180.3,60.86,64,101.3,18.29,23.91
5/5/2023,117.1,36.06,46.06,107.1,44.46,39.83,124.5,77.86,80.8,167.9,41.99,51.72,175.2,61.04,74.59,102.1,22.74,23.91
4/5/2023,121,40.06,41.3,108.5,45.03,49.82,115.9,77.96,73.47,174,42.52,48.77,185.4,62.35,66.06,102.3,24.53,24.66
3/5/2023,117.4,40.57,38.64,107.4,44.89,49.48,111.2,82.78,70.76,165.4,39.54,41.55,172,60.43,53.86,100.8,24.5,23.74
2/5/2023,116.1,46.81,38.66,111.193,46.26,46.08,111.1,82.77,77.89,164.5,45.32,47.02,175.7,67.91,57.54,102.2,24.4,23.96
1/5/2023,114.8,48.83,39.49,108.1,46.68,44.58,118.4,85.08,68.03,161.89,50.21,46.73,173.3,69.29,57.6,103.2,25.25,22.57
