,,,,,,,,,,,,,,,,,,
28/04/2023,112.1,51.68,38.74,105.7,46.55,43.32,123.2,95.86,80.83,165.9,56.44,42.85,179.3,76.96,54.11,105.9,37.09,14.34
27/04/2023,113,51.69,41.14,107.5,46.35,44.37,115,98.7,76.72,165.6,56.4,42.56,178.1,76.87,54.04,104.1,38.44,17.91
26/04/2023,115.1,54.9,40.01,112.5,45.1,33.31,110.3,97.67,69.85,169.2,66.55,42.8,179.9,83.25,60.42,103.6,38.72,17.97
25/04/2023,119.5,70.68,34.93,114.5,55.15,43.83,113.764,117.58,74.15,175.1,74.84,33.16,186,86.34,54.71,102.1,43.26,16.79
24/04/2023,114.3,76.55,33.72,115.431,56.96,44.04,116.69,118.8,77.27,167.7,79.56,37.09,173,98.21,50.27,101.3,43.53,17.62
21/04/2023,114.9,76.93,34.31,110,55.33,37.06,112.6,118.18,71.31,162.9,78.97,36.61,169.8,98.27,54.79,100,43.39,15.76
20/04/2023,114.1,88.04,33.82,109.5,59.55,37.09,115.3,118.3,75.57,160.8,87.87,36.08,166.5,112.93,53.17,100.5,43.64,16.03
19/04/2023,112.8,88.2,33.63,107.7,59.76,38.31,109,117.54,82.97,153.9,90.18,29.96,157.8,113.98,40.1,98.6,43.3,10.76
18/04/2023,110.6,87.98,31.9,105.8,59.46,48.3,110.3,118.89,83.39,152.8,90.17,30.4,156.8,113.98,41.08,98.4,43.41,10.92
17/04/2023,112.3,87.92,31.96,107,59.41,62.24,119.9,116.43,72.86,150.9,90.14,30.12,159.7,113.91,46.06,98.8,43.56,12.22
14/04/2023,109.2,87.62,31.94,104.3,58.81,61.08,127.6,114.92,70.88,149.6,91.46,37.03,156.8,114.92,55.03,100.4,43.76,10.65
13/04/2023,110.4,87.85,33.93,104,59.48,61.14,131.3,114.54,72.49,153,91.19,35.52,163.2,114.19,52.78,100.3,44.28,11.5
12/4/2023,112.7,87.89,33.45,109.19,57.85,55.3,127.4,114.31,69.02,151.8,91.4,37.08,162.792,114.75,56.22,100.4,44.36,11.18
11/4/2023,117,87.53,30.27,106.6,57.54,53.76,134.458,113.06,66.89,156.6,90.82,36.53,170,113.9,56.76,101.5,44.29,12.86
10/4/2023,118.7,87.71,32.12,106.3,57.97,53.93,139.8,112.77,76.22,159.2,91.05,40.17,177.8,113.32,58.37,101.5,44.44,12.7
7/4/2023,119.9,87.81,32.53,106.2,57.99,53.87,136.7,112.68,84.93,158.7,91.04,40.27,181.6,113.04,60.21,102.3,44.81,30.01
6/4/2023,123,87.44,45.36,108.5,57.62,54.57,126.5,110.65,82.75,164.1,90.23,42.18,190.3,111.69,65.39,101.9,45.01,33.65
5/4/2023,121.4,87.48,50.99,115.412,54.27,42.71,126.6,113.33,97.87,162.5,90.25,42.14,188.3,111.83,76.72,101.6,46.01,33.87
4/4/2023,123.4,87.59,68.17,108.3,51.2,36.22,129.2,113.08,99.03,160.7,91.09,60.56,184.9,112.64,96.96,103,45.8,34.48
3/4/2023,120,87.36,70.71,106.6,51.16,39.23,136.3,111.66,110.04,155.2,91.59,66.49,176.3,113.05,93.76,104,45.69,37.25
31/03/2023,118.7,88.09,76.16,106.1,51.33,39.73,142.1,110.95,135.4,154.4,92.41,76.24,176.4,113.4,107.67,105.5,46.28,62.19
30/03/2023,120.6,87.91,76.56,107.8,51.56,39.58,146.2,110.92,150.8,158.2,91.95,77.32,185.1,111.99,107.29,106.3,46.17,67.17
29/03/2023,123.6,87.61,85.51,108.8,51.48,43.39,152.2,109.95,150.86,162.8,91.29,106.77,193.9,110.49,125.46,108.3,45.88,67.27
28/03/2023,127,87.59,117.27,110.2,51.87,70.71,142.9,108.77,188.19,168.9,90.22,122.11,204.5,108.52,130.24,108.4,45.85,77.02
27/03/2023,129.2,87.6,135,111,51.79,77.6,133.3,108.68,186.72,172.3,91.12,136.54,213.5,109.12,161.07,103.8,44.63,73.48
24/03/2023,138.3,84.58,131.22,114.1,51.15,77.57,144.8,104.89,179.45,179.7,89.79,134.62,229.4,105.65,153.87,107.1,43.3,71.69
23/03/2023,133.4,84.14,150.71,113.9,51.15,88.34,162.5,97.95,164.96,178,89.8,150.78,216.5,104.98,177.11,109.1,43.19,71.09
22/03/2023,123.8,82.04,145.36,108.4,49.64,84.5,162.4,98.64,164.57,165.7,88.05,151.95,196.5,102.53,174.77,108.4,43.38,71.15
21/03/2023,130.3,80.12,142.04,112.3,48.23,82.31,151,97.23,163.19,178.6,84.04,142.51,207.4,100.27,168.53,106.1,43.42,70.44
20/03/2023,139.6,77.08,134.74,115,47.69,81.04,176.9,81.38,125.74,195.7,77.6,125.47,234,91.45,141.2,116.6,30.66,42.22
17/03/2023,140.1,77.29,134.31,115.433,47.86,81.02,160.1,77.88,120.92,196.2,78.15,123.73,238.9,90.95,134.51,112.5,30.15,39.88
16/03/2023,132.5,77.12,132.27,112.5,48.61,81.19,166.8,77.14,115.06,175.1,72.66,115.78,216.9,88.68,133.92,114.8,31.41,35.96
15/03/2023,154.9,57.63,89.4,125.2,33.83,49.51,135.8,51.04,49.9,197.3,60.13,80.52,236.6,82.17,117.96,107.8,26.68,20.38
14/03/2023,139.9,51.76,77.3,119.7,33.35,45.78,128.555,49.13,43.94,179.1,55.18,73.8,200.4,69.72,98.04,106,26.37,20.99
13/03/2023,144.5,51.52,70.87,123,36.53,40.11,128.9,51.53,46.97,179.2,55.74,71.09,196.2,70.59,97.37,107.232,26.21,18.57
10/3/2023,126.2,37.4,24.14,114.7,30.82,23.18,132.9,50.88,40.97,158,44.74,46.76,163.6,51.53,49.68,105.8,26.13,23.52
9/3/2023,123.8,37.19,25.7,112.1,30.33,21.54,128,51.39,41.99,145.8,39.13,33.51,151.9,47.86,42.36,104.8,26.26,25.25
8/3/2023,122.8,38.26,25.93,112.2,31.12,21.1,121.2,49.13,53.94,145.2,39.13,32.93,151.3,47.9,42.13,103.9,26.46,29.89
7/3/2023,122.7,38.52,30.72,111.9,31.31,24.65,123.9,48.66,50.8,143.8,39.79,42.04,148.7,48.87,50.65,105.4,26.04,27.96
6/3/2023,120.6,38.4,32.06,112.245,31.47,26.53,122.627,48.65,51.88,136.3,37.22,40.17,140.7,47.38,51.47,103.5,25.54,26.91
3/3/2023,118.3,38.05,36.82,109.2,30.67,23.47,122.7,48.65,52.96,134,37.19,46.43,138.1,47.75,54.69,101.3,25.08,29.46
2/3/2023,121,37.63,32.53,110.9,30.23,23.16,120.631,48.59,57.79,136.2,36.98,44.92,142.6,47.22,49.66,100.4,25.12,29.4
1/3/2023,118.2,37.26,32.92,109.345,30.17,23.17,121.631,48.5,57.52,134,36.81,44.47,139.3,46.97,49.2,101.1,25.14,29.46
28/02/2023,115.4,36.61,35.45,106.853,29.39,24.43,116.9,47.05,54.84,129.1,35.35,40.45,133,45.35,44.07,99.85,24.81,29.29
27/02/2023,113.2,36.21,36.72,106.3,29.65,24.59,117.2,47.21,63.26,127.7,35.56,46.17,129.2,45.8,51.67,101.9,25.06,25.34
24/02/2023,114,36.46,36.25,105.949,29.64,25.94,119.632,47.61,59.65,128.1,37.74,48.25,129.7,49.07,52.87,103.4,25.85,21.62
23/02/2023,112.2,36.84,35.71,105.199,30.26,25.94,110,41.04,48.56,126.2,37.6,47.68,125.6,48.2,49.96,100.2,25.11,23.3
22/02/2023,114.6,37.34,36.26,106.953,29.82,23.32,110,42.07,51.52,130.4,36.12,46.35,129.6,47.22,53.4,100.2,25.3,24.6
21/02/2023,116.2,37.72,33.32,108.5,30.43,20.4,110.7,42.45,53.92,135.26,35.16,39.04,134.6,46.07,47.67,99.9,25.41,25.89
20/02/2023,111.648,36.1,33.18,106.954,31.93,23.97,106.7,47.57,51.86,129.2,34.12,32.98,129.2,44.46,47.65,96.8,25.2,22
17/02/2023,111.2,36.95,34.74,104.5,31.08,24.44,109.7,47.2,48.83,129.2,35.46,35.87,129.2,44.46,48.12,96.6,25.27,24.57
16/02/2023,112.4,37.78,41.96,104.8,31.1,29.94,110.3,47.87,52.48,128.5,36.16,41.8,127.2,44.21,55.27,94.8,24.72,29.88
15/02/2023,108.5,38.46,39.82,101.95,37.44,28.04,109.8,50.55,55.15,126.8,38.73,44.6,126.4,44.41,57.4,94.2,25.13,30.37
14/02/2023,110.399,38.52,39.93,101.945,38.06,32.56,102.6,45.45,41.04,132.2,37.08,31.6,133.4,41.9,40.48,92.1,23.44,26.7
13/02/2023,109.8,38.67,44.99,99.9,38.09,43.61,101.3,45.17,45.63,129.3,37.24,35.63,131.1,42.32,45.32,92.2,23.8,26.58
10/2/2023,108.8,39.49,52.05,99.2,38.07,43.83,103.9,44.92,45.01,128.2,39.19,39.15,129.3,43.24,53.32,93.7,23.8,25.93
9/2/2023,104.9,37.23,47.79,96.8,36.81,41.59,106.6,45.65,46.6,124.4,37.71,37.29,123.3,40.33,49.27,94.5,24.03,25.96
8/2/2023,103.7,37.45,48.2,97.299,37.18,42.47,102.8,53.37,37.44,122.2,37.87,36.85,119.6,39.41,47.66,92.4,23.65,19.84
7/2/2023,105.9,37.3,47.61,98.448,37.21,42.35,100.626,52.81,31.15,121.4,37.86,38.81,122.2,39.12,48.05,91.5,23.16,17.02
6/2/2023,107.3,37.48,47.45,99.5,38.6,42.29,101.626,52.88,34.45,123.8,37.77,36.7,123.1,39.21,49.7,92.8,23.9,18.43
3/2/2023,101.8,34.29,32.24,95.6,35.87,32.44,104.6,52.5,34.35,118.4,35.22,28.3,116.4,35.77,39.58,95.9,22.94,11.68
2/2/2023,99.8,33.59,25.92,94.75,35.63,31,107.3,53,36.38,114,32.49,16.79,111.9,33.57,30.58,97.4,22.85,10.67
1/2/2023,101.6,33.48,30.58,96.95,35.51,30.19,105.1,52.85,32.45,113.5,32.62,17.68,110,32.9,29.87,96.9,24.02,8.49
31/01/2023,104.6,32.78,29.11,102.197,32.72,15.7,110,53.31,25,115.2,32.85,16.93,111.8,33.58,29.72,97.7,24.23,8.86
30/01/2023,109.3,31.94,20.04,101.2,32.42,14.02,112.1,53.29,25.63,117.2,32.76,18.2,115.7,33.29,35.25,98.2,24.92,17.89
27/01/2023,108.1,31.83,21.42,100.2,33.22,11.2,116.2,54.09,22.65,115.8,32.83,26.52,113.5,33.2,42.44,99.1,26.73,21.42
26/01/2023,110.9,32.26,20.85,102.197,33.35,16.91,118,68.77,27.71,115.4,34.4,25.97,113.4,35.75,43.44,100.2,28.55,24.29
25/01/2023,112.2,32.39,26.74,103.046,33.39,16.66,118.635,69.73,32.2,117.3,35.71,25.94,116.1,35.59,42.74,100.4,28.71,25.58
24/01/2023,113.1,37.49,29.15,104,33.52,20.34,117.5,73.14,33.13,117.9,36.16,28.42,118.5,39.12,42.56,100,28.74,25.03
23/01/2023,113.3,39.49,30.7,104.9,35.47,26.61,117.633,73.28,57.09,118.7,38.19,31.87,120.7,43.65,42.15,101.3,28.81,29.62
20/01/2023,114.9,39.93,33.3,104.946,35.69,27.24,115.9,73.15,55.43,120.1,40.89,38.84,123.6,43.42,40.9,102.4,28.95,29.72
19/01/2023,113.2,39.72,35.64,105.952,35.83,27.16,115.9,73.35,55.94,119.1,40.96,39.12,121.8,42.93,39.57,103.2,28.99,30.5
18/01/2023,113.4,39.8,42.7,105.952,35.83,47.55,115.9,73.65,65.5,119,40.96,44.19,123.1,42.92,39.89,103.4,29.3,30.8
17/01/2023,114.2,40.23,43.06,107.448,35.88,50.6,114.3,74.48,64.81,116.9,40.16,39.92,118.7,41.87,31.62,101.1,28.88,23.4
16/01/2023,112.399,40.18,40.26,107.3,36.06,51.24,117.625,74.24,64.22,121.6,39.85,38.41,125.548,39.84,20.27,103.7,28.12,26.09
13/01/2023,115.1,40.38,41.77,105.056,35.44,46.41,121.6,75.71,62.32,122.45,40.53,40.93,124.4,40.51,21.48,106.5,27.35,25.78
12/1/2023,111.8,39.32,33.88,105.053,36.07,46.4,118.3,75.55,62.07,121.8,41.56,39.92,124.989,40.7,22.27,105.6,28.69,24.66
11/1/2023,114.3,39.01,38.39,107.645,35.56,48.67,116.3,75.3,83.34,124.97,41.11,45.57,127.3,40.49,27.06,106.8,28.52,29.6
10/1/2023,116.5,39.2,39.04,111.547,34.47,47.58,126.632,71.11,66.44,129.2,40.22,44.44,127.6,40.82,26.72,110.8,27.37,24.13
9/1/2023,113.6,40.25,34.29,110.951,34.43,51.31,128.68,70.99,64.91,125.1,40.37,36.73,127.4,42.2,27.27,112.4,27.55,24.83
6/1/2023,116.9,40.4,39.07,111.548,37.29,51.55,132.9,73.19,62.09,128.02,40.04,41.08,127.3,43.86,33.03,115.1,26.46,21.01
5/1/2023,122.6,39.71,31.56,120.757,28.65,29.36,126.6,74.48,62.63,134.4,38.67,35.27,129.3,43.7,34.4,118.3,24.85,10.72
4/1/2023,125,39.28,29.81,118.647,29.56,27.53,125.69,74.47,63.09,136.8,38.45,35.54,132.4,44.66,32.31,118.3,24.85,12.89
3/1/2023,127.5,38.86,27.81,122.63,27.79,19.96,125.2,81.28,66.8,140.8,37.99,32.77,136,44.65,33.44,117.5,28.89,12.87
2/1/2023,132.2,40.99,19.11,125.3,26.82,14.11,124.8,81.35,66.83,147.4,35.06,20.69,140.9,43.46,27.57,117.5,29,12.28
30/12/2022,132.2,43.89,18.49,125.3,26.82,16.72,129.8,80.65,68.83,147.4,35.18,21.33,140.9,43.49,28.3,117.1,29.26,27.68
29/12/2022,130.148,46.83,20.18,124.195,26.76,16.98,118.128,75.07,88.53,144.4,35.43,23.63,138.6,43.28,33.12,114.9,28.88,34.89
28/12/2022,130.1,46.89,24.15,124.452,30.38,16.33,117.8,77.22,88.6,147.1,34.84,21.59,140,43.45,35.36,114.9,29.09,35.8
27/12/2022,129.2,47.23,46.51,121.202,29.36,16.39,117.2,77.52,100.71,146.5,35.21,28.29,139.3,43.57,50.97,113.4,28.94,34.93
26/12/2022,125.9,46.51,49.55,121.181,29.73,30.06,119.2,78.4,101.71,143.9,35.5,39.34,135.8,46.04,61.04,112.4,29.48,34.57
23/12/2022,125.9,46.51,49.55,120.9,29.91,31.47,123.6,77.99,101.19,143.9,38.01,49.43,135.8,46.04,61.04,112.1,29.44,34.89
22/12/2022,124.904,48.69,50.52,120.447,30.47,31.59,121.5,78.14,100.93,142.8,37.99,49.64,133.9,46,59.81,109.7,28.52,31.89
21/12/2022,125.2,48.87,51.3,120.147,30.72,31.46,116.2,76.69,97.42,141.8,38.21,49.36,133.6,46.66,59.32,108.9,28.88,32.34
20/12/2022,126.1,49.35,51.54,120.147,31.45,31.83,114.4,76.67,99.97,143.7,38.05,49.32,137.8,45.93,58.3,107.2,28.69,32.57
19/12/2022,123,48.56,49.9,117.445,30.48,28.86,119.933,76.58,97.81,141.8,37.79,49.98,135.4,45.79,59.29,111.1,27.72,26.67
16/12/2022,122,48.48,50.62,115.954,30.08,28.22,138.4,65.08,62.34,137.8,36.65,47.69,133,46.73,59.71,115.4,26.83,17.08
15/12/2022,119,47.75,49.84,115.703,30.73,30.69,144.629,64.1,58.71,134,35.42,47.2,127.9,44.94,56.05,117.2,26.62,18.51
14/12/2022,120.895,47.67,49.87,117.454,31.13,29.92,135.1,60.19,47.4,137.2,35.48,46.36,130.5,44.93,56.63,116.6,26.61,19.12
13/12/2022,129.1,44.35,33.65,122.63,29.64,20.1,133.634,62.44,47.04,143.7,34.42,39.82,138.6,42.9,47.03,116,30.05,21.72
12/12/2022,135.2,43.02,23.59,125.05,30.54,17.32,132.5,62.78,46.82,151.9,30.44,28.22,148.8,37.57,21.79,115.2,30.4,25.88
9/12/2022,133.1,42.67,29.11,124.4,30.42,28.67,130.7,62.97,59.44,150.4,32.07,30.2,148.5,40.36,33.41,114.9,30.38,25.93
8/12/2022,131.8,42.44,35.85,124.4,30.55,29.78,128.3,62.6,68.1,153.1,32.28,28.88,149.6,41.32,36.9,113.7,30.26,25.88
7/12/2022,131.3,44.83,40.23,123.701,33.36,32.57,123.632,61.09,66.28,153.7,32.57,27.59,150.6,41.89,36.78,111.8,29.69,24.89
6/12/2022,129.399,45.33,40.39,122.63,34.01,33.8,121.632,60.97,89.11,151,32.22,28.06,147.1,41.44,38.95,111.5,29.64,36.47
5/12/2022,127.5,45.3,40.1,121.5,33.89,33.82,129.1,60.09,83.6,148.4,32.07,28.14,144.1,41.06,39.7,113.07,30.38,35.97
2/12/2022,124.9,44.74,50.01,119.354,33.33,33.02,132.9,62.17,82.52,144.6,31.24,26.77,140.8,40.2,40.62,109.9,29.27,31.19
1/12/2022,123.9,44.81,58.63,119.25,33.31,33.05,132.9,62.17,82.52,144.93,31.24,30.58,139.54,40.04,40.88,109.9,29.27,31.19
30/11/2022,125.5,44.81,65.61,121.446,33,41.18,132.9,62.17,82.52,146.5,31.63,28.7,140.9,40.33,39.98,109.9,29.27,31.19
29/11/2022,128.5,46.07,64.56,122.63,34.42,40.84,132.9,62.17,82.52,141.6,30.09,26.82,139,40.87,41.3,109.9,29.27,31.19
28/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,132.9,62.17,82.52,141.6,30.09,26.82,139,40.87,41.3,109.9,29.27,31.19
25/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,132.9,62.17,82.52,141.6,30.09,26.82,139,40.87,41.3,109.9,29.27,31.19
24/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,132.9,62.17,82.52,141.6,30.09,26.82,139,40.87,41.3,109.9,29.27,31.19
23/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,132.9,62.17,82.52,141.6,30.09,26.82,139,40.87,41.3,109.9,29.27,31.19
22/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,134.6,62.13,82.21,141.6,30.09,26.82,139,40.87,41.3,110.1,29.28,31.19
21/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,134.1,62.41,89.51,141.6,30.09,26.82,139,40.87,41.3,107.3,28.02,23.84
18/11/2022,123.7,46.52,60.42,117.3,32.06,31.86,133.6,62.38,90.26,141.6,30.09,26.82,139,40.87,41.3,109.18,27.7,26.01
17/11/2022,127.6,45.75,58.81,118.4,32,32,124.9,58.58,78.33,143.4,30.01,28.62,144.566,39.44,33.95,109,28.2,26.22
16/11/2022,122.896,44.03,57.18,114.9,30.4,24.21,116.8,53.87,59.41,139.4,28.67,33.95,139.5,38.13,42.79,108.9,28.63,25.49
15/11/2022,123.398,44.17,58.56,115.9,30.49,27.33,116.8,55.63,64.03,138.1,28.29,32.84,140.3,38.35,43.5,108.9,28.79,26.05
14/11/2022,122.2,45.37,57.08,115.7,31.4,27.47,129.9,46.67,46.05,135,26.94,27.78,135.4,37.46,37.28,114.1,25.83,19.57
11/11/2022,129.197,42.49,52.87,115.6,31.97,27.34,131.7,50.48,48.85,134.319,27.54,27.18,131.793,38.05,29.8,114.94,26.59,21.15
10/11/2022,122.5,38.9,37.89,115.6,32.14,27.23,133.8,50.53,52.03,132.5,27.31,23.84,133.6,39.1,33.94,116.4,26.41,23.11
9/11/2022,129.3,37.42,32.3,121,29.85,23.18,133.4,50.77,52.17,135.1,27.59,25.14,134.1,40.28,42.23,117.8,26.54,25.84
8/11/2022,130.3,37.91,32.68,121.5,31.31,25.07,142.4,61.93,44.51,134.7,27.37,23.92,133.2,40.8,41.88,119.3,29.94,26.42
7/11/2022,133,38.15,33.29,123.4,31.09,27.19,147.1,62.36,44.48,136.6,29.71,24.92,135.3,42.45,42.16,118.2,31.07,25.55
4/11/2022,133.9,38.33,34.49,124.9,31.25,30,154.3,60.39,49.24,139.4,30.73,27.59,136.7,42.87,45.12,121,30.29,36.29
3/11/2022,141,42.34,24.87,127.6,36.08,29.55,154,61.91,50.39,145.7,32.08,21.15,144.6,42.13,36.73,121.59,31.14,37.26
2/11/2022,139.6,45.65,22.83,126.1,37.52,28.37,150.69,61.7,51.64,146.9,38.55,25.72,147.3,53.36,43.37,121.2,31.24,37.28
1/11/2022,143.4,45.42,33.79,129.2,36.67,38.05,149.1,64.2,51.42,149.45,38.19,30.19,151.8,53.59,46.04,119.4,31.04,36.64
31/10/2022,143.151,47.89,36.63,129.2,37.13,40.32,146.9,64.13,49.82,149.2,38.44,32.01,152.038,56.02,48.24,121.8,30.32,35.08
28/10/2022,142.5,47.89,38.5,129.3,37.18,40.58,153.7,62.39,47.26,149.2,38.44,31.67,149.9,55.88,47.68,124.8,29.29,32
27/10/2022,141.399,47.94,38.72,127,36.94,39.02,159.9,62.97,46.66,148.6,38.46,30.86,144.9,54.88,41.33,128.5,27.46,27.09
26/10/2022,141.5,47.93,39.89,130,36.12,37.26,162.9,63.41,52.52,149.7,38.88,34.26,144.4,55.01,40.5,128.3,27.89,26.88
25/10/2022,145.1,47.55,38.27,133.7,35.02,33.79,161.8,63.51,52.66,153.45,38.96,33.42,147.3,55.7,40.28,127.7,28.01,27.26
24/10/2022,149.1,47.55,40.16,138.1,33.31,30.36,153.68,62.54,47.29,159,37.37,30.74,153.2,55.01,38.26,122.2,25.37,17
21/10/2022,150.8,48.13,44.1,138.6,33.99,30.04,150.6,65.28,45.45,160,39.83,32.37,155,58.2,41.3,120.3,25.18,15.55
20/10/2022,151.2,48.42,44.33,137.75,34.11,30.52,155.2,64.55,43.58,166.2,38.31,23.16,163.1,56.33,29.21,120.6,25.36,16.55
19/10/2022,144.7,47.09,39.96,132.1,32.41,24.11,158,69.41,42.83,163.5,38.21,25.01,158.8,56.2,29.3,121.96,26.22,19.23
18/10/2022,141.102,46.65,37.85,129.2,31.96,21.81,160,69.16,45.76,161.5,38.42,23.91,155.4,56.97,26.23,121.9,26.23,21.38
17/10/2022,144.1,46.28,38.63,130.3,32.41,22.79,165.3,68.9,40.07,163.9,39.34,22.69,158.1,56.99,30.71,122.2,26.24,23.64
14/10/2022,146.3,48.17,38.03,131.3,33.81,26.86,160.68,68.65,56.77,167.5,40.13,25.49,161,60.69,38.85,119.51,26.07,22.9
13/10/2022,149.6,47.44,34.52,132.1,33.68,28.27,152.7,67.94,47.84,165.1,40.16,24.72,162,60.61,41.65,118,26,20.52
12/10/2022,149.6,48.12,43.6,132.5,34.12,31.03,152.7,68.08,48.8,165.5,42.59,27.73,164.2,61.9,46.1,118,26,22.42
11/10/2022,144.5,47.9,42.07,128.5,34,31.17,156.7,69.43,84.79,163.3,42.66,25.54,162.4,62.08,47.51,117.6,26.28,35.65
10/10/2022,138.404,46.74,33.82,126,33.71,27.4,156.4,70.59,86.05,160.6,42.73,30.27,158.6,62.27,48.95,117.4,26.35,39.03
7/10/2022,139.1,46.68,35.13,126,33.72,29.05,154,71.66,86.06,160.6,42.96,33.82,158.6,62.45,50.13,115.6,27.72,38.79
6/10/2022,140.6,46.93,56.83,126.4,33.91,46.94,155.8,71.51,90.44,163.9,42.27,40.64,162.9,61.72,54.14,117.8,27.32,39.5
5/10/2022,139.6,47.99,64.43,125.6,34.43,50.77,150.1,70.93,89.37,164.8,46.05,52.59,166,64.28,77.95,119.4,26.73,38.47
4/10/2022,135.1,48.3,64.05,122.8,35.42,49.51,150.9,76.1,92.77,164.7,46.93,52.95,161.8,65.56,78.7,121.4,26.37,36.2
3/10/2022,136.7,48.49,69.85,125.6,35.13,48.74,161.8,72.54,76.84,169.723,45.8,49.34,169.8,63.63,79.85,124.3,25.17,31
30/09/2022,137.3,48.56,69.69,127.4,34.71,47.77,161,72.59,78.56,168,46.34,50.04,166.1,63.79,79.7,124.7,25.11,29.79
29/09/2022,142.9,48.74,64.33,130,34.74,45.3,159,72.61,87.83,172.3,46.29,44.8,172.9,64.26,73.94,123.3,25.78,30.59
28/09/2022,146.4,48.57,61.2,134.5,33.16,37.63,139.7,63,60.49,173.4,46.31,42.61,179.3,62.92,67.21,117.7,23.16,23.51
27/09/2022,150.2,47.49,56.66,135.2,33.31,36.05,133.68,64.29,57.33,168.2,45.73,42.57,174.1,62.62,67.51,114.3,23.41,20.58
26/09/2022,148.9,47.76,61.78,133.7,33.57,37.77,131.7,66.32,58.43,164.4,45.99,42.52,172.1,62.64,67.43,112.83,23.86,20.25
23/09/2022,138,43.4,51.67,125.7,29.64,26.74,137.1,65.49,63.41,157,44.3,44,166,62.6,71.64,115.4,23.28,13.62
22/09/2022,130.2,40.79,43.79,121.2,29.02,21.87,135.8,70.14,63.35,146.5,40.17,37.15,149.3,54.52,58.17,114.2,24.72,15.2
21/09/2022,126.4,40.98,40.67,120.9,29.63,22.67,127.5,67.75,74.41,147.02,42.16,36.41,144.1,54.83,57.48,113.3,24.72,20.88
20/09/2022,132.398,39.1,30.57,123,29.61,18.97,126.7,67.9,74.38,149.1,43.08,35.09,151.9,54.34,50.62,112.6,24.73,21.16
19/09/2022,132,42.19,31.6,121.9,32,22.77,127.9,67.8,75.91,149.3,46.07,40.94,151.1,59.66,52.84,111.1,24.73,21.03
16/09/2022,130.5,42.16,41.95,120.7,31.97,29.44,134.1,65.99,70.49,148.426,46.56,45.48,150.6,60.3,64.79,111.1,25.12,22.39
15/09/2022,130.099,42.33,42.15,120,31.97,29.63,128.5,67.71,68.3,145.382,46.04,45.71,148.8,60.28,65.47,108.69,24.55,20.47
14/09/2022,126.9,42.01,42.54,118.1,31.85,30.73,125.9,70.67,67.18,141.1,45.17,51.41,143.7,59.19,69.86,109,26.27,20.02
13/09/2022,130.397,41.15,41.59,118.8,32.03,33.33,128.1,70.74,75.24,138.4,44.71,50.53,139.2,58.22,68.49,109.1,26.72,20.42
